iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009257_Bacteria_4394931615745c88	Pantoea ananatis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2.5e-05	2.5e-05	2.5e-05	2.5e-05			1	["0.000025"]		
EUPATH_0009257_Bacteria_47767602e97d4fe3	Christensenella minuta	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.003875	0.00047784615385	3.6e-05	1e-04	9e-06	12			
EUPATH_0009257_Bacteria_47b68b39655721aa	Bacteroidetes oral taxon 274	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.091652	0.00565711976048	0.000433	0.002736	8.8e-05	153			
EUPATH_0009257_Bacteria_486f8194d3d436df	Fusobacterium nucleatum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	6e-06	0.112031	0.00668892408377	0.0015475	0.006395	0.000568	367			
EUPATH_0009257_Bacteria_4b37d46235ea6494	Bacteroides coprophilus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.4e-05	0.002198	0.001106	0.001106	0.002198	1.4e-05	2	["0.000014","0.002198"]		
EUPATH_0009257_Bacteria_4bbd6174c0fce025	Bifidobacterium angulatum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4.8e-05	0.001717	0.0004446	0.000139	0.000202	0.000117	5	["0.000048","0.000117","0.000139","0.000202","0.001717"]		
EUPATH_0009257_Bacteria_4d7f16709adb3747	Actinomyces turicensis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	9e-06	0.000528	0.00020033333333	6.4e-05	0.000296	3.65e-05	3	["0.000009","0.000064","0.000528"]		
EUPATH_0009257_Bacteria_4da0b35f6afb8842	Parvimonas sp. oral taxon 393	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.000694	6.8869565217e-05	2.45e-05	5e-05	7e-06	34			
EUPATH_0009257_Bacteria_54862f8ba28112cf	Roseiflexus sp. RS_1	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.023961	0.023961	0.023961	0.023961			1	["0.023961"]		
EUPATH_0009257_Bacteria_55a155aba15cf601	Lachnoclostridium sp. An14	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	6.2e-05	2e-04	9.9e-05	7.3e-05	8.8e-05	7.2e-05	5	["0.000062","0.000072","0.000073","0.000088","0.000200"]		
EUPATH_0009257_Bacteria_564ce87902ea7dd0	Clostridiales bacterium_1_7_47FAA	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.000198	4.91e-05	3.1e-05	4.8e-05	1.2e-05	10	["0.000003","0.000011","0.000012","0.000014","0.000024","0.000038","0.000039","0.000048","0.000104","0.000198"]		
EUPATH_0009257_Bacteria_59b3359b28e21f94	Acinetobacter junii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.000729	0.000729	0.000729	0.000729			1	["0.000729"]		
EUPATH_0009257_Bacteria_5a257ee6b2b2263b	Odoribacter splanchnicus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.048174	0.01207103571429	0.0098315	0.0168895	0.0046525	112			
EUPATH_0009257_Bacteria_5b60eb1256ad601b	Actinomyces odontolyticus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.034822	0.00341032054795	0.001392	0.004731	0.000313	346			
EUPATH_0009257_Bacteria_603a842a07a2852d	Butyricimonas synergistica	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4e-06	0.018788	0.00180511538462	0.000568	0.001739	0.0001025	50			
EUPATH_0009257_Bacteria_60ce8538daad19af	Veillonella denticariosi	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	8e-06	0.00102	0.000514	0.000514	0.00102	8e-06	2	["0.000008","0.001020"]		
EUPATH_0009257_Bacteria_6a48eceba1537847	Neisseria subflava	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.2e-05	0.386576	0.01316692068966	0.001522	0.010697	0.000261	278			
EUPATH_0009257_Bacteria_6e8f304a5761f8a3	Streptococcus anginosus group	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.01518	0.00061245744681	0.000173	0.000536	4.95e-05	156			
EUPATH_0009257_Bacteria_6f4ebad52e17bb6a	Haemophilus sp. HMSC71H05	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.177082	0.00503647706422	0.000441	0.002102	7.8e-05	103			
EUPATH_0009257_Bacteria_703839080c7683e1	Bacteroides pectinophilus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-05	0.008223	0.00326366666667	0.001538	0.0048805	0.000784	3	["0.000030","0.001538","0.008223"]		
EUPATH_0009257_Bacteria_7126578d512e942b	Veillonella sp. T11011_6	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.037678	0.00318693656716	0.0011435	0.004596	9.65e-05	237			
EUPATH_0009257_Bacteria_725688f424e8389f	Acinetobacter ursingii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.000149	0.000149	0.000149	0.000149			1	["0.000149"]		
EUPATH_0009257_Bacteria_733a206bd2c37645	Lactobacillus delbrueckii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.9e-05	0.041768	0.0149805	0.0090675	0.029918	4.3e-05	4	["0.000019","0.000067","0.018068","0.041768"]		
EUPATH_0009257_Bacteria_73eebc35274f6287	Lactobacillus vaginalis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	7e-06	0.008063	0.00147242857143	0.0002425	0.001599	5e-05	14			
EUPATH_0009257_Bacteria_7a4e3427a2d742c1	Proteobacteria bacterium_CAG_139	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.126525	0.00746246808511	0.0007885	0.00655	0.000122	91			
EUPATH_0009257_Bacteria_7e86cbb7e786759a	Streptococcus australis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.075534	0.00467108540925	0.000839	0.003174	0.000181	262			
EUPATH_0009257_Bacteria_8159d67abc5427b6	Cardiobacterium valvarum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.015838	0.00228473658537	0.000827	0.003655	7e-05	182			
EUPATH_0009257_Bacteria_8c5af16eb0879de6	Corynebacterium durum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.151964	0.00986571428571	0.0007175	0.0128005	8.45e-05	252			
EUPATH_0009257_Bacteria_8d6cb658ec8aea11	Capnocytophaga leadbetteri	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	5e-06	0.112139	0.01090425340599	0.002033	0.014303	0.000443	355			
EUPATH_0009257_Bacteria_8fde1d31a9c7721b	Granulicatella elegans	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4e-06	0.126789	0.00498380555556	0.0007585	0.0021315	0.000285	374			
EUPATH_0009257_Bacteria_901bc1aa1a51ff56	Klebsiella quasipneumoniae	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	5.3e-05	0.00028	0.0001255	8.45e-05	0.000194	5.7e-05	4	["0.000053","0.000061","0.000108","0.000280"]		
EUPATH_0009257_Bacteria_98efae9114e90f48	Eubacterium sulci	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.048521	0.00502196728972	0.002273	0.006735	0.000327	205			
EUPATH_0009257_Bacteria_99639f3648bfbdcb	Bacteroides sp. CAG_443	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.207907	0.212285	0.210096	0.210096	0.212285	0.207907	2	["0.207907","0.212285"]		
EUPATH_0009257_Bacteria_9a324acfa14632ab	Dermabacter hominis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.000286	0.000286	0.000286	0.000286			1	["0.000286"]		
EUPATH_0009257_Bacteria_Actinobacteria_Coriobacteriia_Eggerthellales_Eggerthellaceae_Slackia_Slackia_exigua	Slackia exigua	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.000869	6.8064516129e-05	2.5e-05	6.4e-05	9e-06	26			
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella_amnii	Prevotella amnii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.001895	0.343194	0.13876116666667	0.097102	0.289696	0.003578	6	["0.001895","0.003578","0.082148","0.112056","0.289696","0.343194"]		
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella_buccalis	Prevotella buccalis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.3e-05	0.017915	0.00291165	0.000241	0.0037875	3.55e-05	19			
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella_dentalis	Prevotella dentalis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	6e-06	0.000938	0.00012706666667	2.9e-05	0.0001155	2.45e-05	15			
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella_enoeca	Prevotella enoeca	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.000883	0.0001893125	3.55e-05	0.000216	8.5e-06	15			
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_timonensis	Alistipes timonensis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	9e-06	0.007467	0.00087893333333	0.000217	0.000623	8.2e-05	15			
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerella_forsythia	Tannerella forsythia	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.029208	0.00162354330709	0.00022	0.000969	4.4e-05	112			
EUPATH_0009257_Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_Staphylococcus_hominis	Staphylococcus hominis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.1e-05	0.003556	0.000561	6.5e-05	0.000169	2.85e-05	11			
EUPATH_0009257_Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_Leuconostoc_garlicum	Leuconostoc garlicum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	1e-06	1e-06	1e-06			1	["0.000001"]		
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium_sp_CAG_58	Clostridium sp. CAG_58	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.00711	0.00060876470588	0.000214	0.000616	5.8e-05	80			
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium_sp_CAG_180	Eubacterium sp. CAG_180	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4.6e-05	0.281785	0.01793328571429	0.002452	0.006564	0.000311	21			
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_Eubacterium_ventriosum	Eubacterium ventriosum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3.1e-05	0.011886	0.00158840909091	0.000626	0.0015245	0.0002855	86			
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_wexlerae	Blautia wexlerae	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4e-06	0.007029	0.00065927857143	0.0003025	0.0007715	0.000114	129			
